,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits,Open,High,Low,Close,Volume,Dividends,Stock Splits
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-02 00:00:00-04:00,170.3483142712696,173.4126357064522,170.05978216988254,172.8654327392578,52164500,0.0,0.0,131.0595913684546,134.26590298244759,131.019628688168,134.0161895751953,22288000,0.0,0.0,313.923662635264,319.4918829965885,312.83185175164965,319.40252685546875,20570000,0.0,0.0,127.27999877929688,130.47000122070312,126.54000091552734,129.4600067138672,48029700,0.0,0.0
2023-10-03 00:00:00-04:00,171.38302169456196,172.74605737014042,169.95036546312002,171.52230834960938,49594600,0.0,0.0,133.78646176563075,134.1060870116109,131.6888629814401,132.27818298339844,22989400,0.0,0.0,318.4397804218236,318.9956362491157,308.8914549504257,311.05523681640625,21033500,0.0,0.0,128.05999755859375,128.52000427246094,124.25,124.72000122070312,51565000,0.0,0.0
2023-10-04 00:00:00-04:00,170.21897084309467,173.3230971309324,170.09958662548377,172.77589416503906,53020300,0.0,0.0,132.63777250489196,135.41459973726865,132.37807603683117,135.08497619628906,26752300,0.0,0.0,311.69044594708276,317.6556805784102,311.6606706614946,316.5837097167969,20720100,0.0,0.0,126.05999755859375,127.36000061035156,125.68000030517578,127.0,44203900,0.0,0.0
2023-10-05 00:00:00-04:00,172.90520772151876,174.55676010717852,171.80085825654203,174.01951599121094,48527900,0.0,0.0,134.9151611328125,135.33467780984006,133.29700795993918,134.9151611328125,19832600,0.0,0.0,316.7127048376248,317.59608867881946,312.55391884707683,316.9806823730469,16965600,0.0,0.0,126.70999908447266,126.7300033569336,124.33000183105469,125.95999908447266,39660600,0.0,0.0
2023-10-06 00:00:00-04:00,172.91517880372774,177.08384973941267,172.29832493065717,176.58639526367188,57224100,0.0,0.0,133.85637214120655,138.00162393322387,133.85637214120655,137.4222869873047,27583200,0.0,0.0,314.19166786693273,326.73751350712405,313.9435303847158,324.8218994140625,25645500,0.0,0.0,124.16000366210938,128.4499969482422,124.12999725341797,127.95999908447266,46795900,0.0,0.0
2023-10-09 00:00:00-04:00,175.90985637330823,178.13845797965874,174.9050037570049,178.07876586914062,42390800,0.0,0.0,136.7830228697538,138.78073019312384,135.45454567075706,138.26132202148438,19278100,0.0,0.0,322.33058809764515,327.83922806451926,320.7722774459653,327.3628234863281,19891200,0.0,0.0,126.22000122070312,128.7899932861328,124.76000213623047,128.25999450683594,38773700,0.0,0.0
2023-10-10 00:00:00-04:00,177.1932793662593,178.80502690996764,177.04403392410916,177.48179626464844,43698000,0.0,0.0,138.3412314459709,139.5598341263872,137.17257449664652,137.9017333984375,27786600,0.0,0.0,328.49428095238494,328.63325246691477,325.22881384353616,325.9434509277344,20557100,0.0,0.0,128.82000732421875,130.74000549316406,128.0500030517578,129.47999572753906,42178600,0.0,0.0
2023-10-11 00:00:00-04:00,177.29276793860927,178.934376778521,176.69583169045495,178.88462829589844,47551100,0.0,0.0,138.42114256101928,140.94824111117805,138.42114256101928,140.38888549804688,25884300,0.0,0.0,328.7424437403516,330.3404648295005,326.68788846890175,329.9434509277344,20063200,0.0,0.0,129.74000549316406,132.0500030517578,129.61000061035156,131.8300018310547,40741800,0.0,0.0
2023-10-12 00:00:00-04:00,179.15326740464937,181.41169985997632,178.12849718812186,179.79000854492188,56743100,0.0,0.0,140.88830149400823,141.05810477484198,138.10149145116426,138.81068420410156,24765500,0.0,0.0,328.1072092853089,331.1444093855144,326.27098601539205,328.69281005859375,19313100,0.0,0.0,132.1699981689453,134.47999572753906,131.22999572753906,132.3300018310547,55528600,0.0,0.0
2023-10-13 00:00:00-04:00,180.49639192036372,181.00379005349217,177.23309156129875,177.93948364257812,51427100,0.0,0.0,139.2202184291656,139.8395027785415,136.4633727628162,137.20252990722656,23420500,0.0,0.0,329.903742111262,331.34292129868646,323.92857230030273,325.28839111328125,21072400,0.0,0.0,132.97999572753906,133.30999755859375,128.9499969482422,129.7899932861328,45786600,0.0,0.0
2023-10-16 00:00:00-04:00,175.8501629741456,178.16830272928576,175.6113793527165,177.8101348876953,52517000,0.0,0.0,138.01160991813938,139.4699429842347,137.83182357314956,138.9405517578125,28501900,0.0,0.0,328.5836232462098,333.6357287537212,328.13699397761906,330.16180419921875,22158000,0.0,0.0,130.69000244140625,133.07000732421875,130.42999267578125,132.5500030517578,42832900,0.0,0.0
2023-10-17 00:00:00-04:00,175.75066866925187,177.5116618488765,173.91009612905006,176.2481231689453,57549400,0.0,0.0,138.47108291851592,139.73961604860142,137.02273296914953,139.55982971191406,23515800,0.0,0.0,327.13449082622344,330.97565377481976,324.97073949298976,329.5860900878906,18338500,0.0,0.0,130.38999938964844,132.5800018310547,128.7100067138672,131.47000122070312,49344600,0.0,0.0
2023-10-18 00:00:00-04:00,174.68612282816727,176.67594081434376,174.21851438692727,174.94479370117188,54764400,0.0,0.0,139.29013147483778,140.55867981442898,137.22251244826595,137.80184936523438,23375000,0.0,0.0,330.0128776495507,333.08978812806225,325.8540915096359,327.6506042480469,23153600,0.0,0.0,129.89999389648438,130.6699981689453,127.51000213623047,128.1300048828125,42699500,0.0,0.0
2023-10-19 00:00:00-04:00,175.14376050177813,176.93459960324938,174.2980970240733,174.5667266845703,59302900,0.0,0.0,138.3412270104604,139.49990087293577,137.2225158280962,137.5920867919922,26066000,0.0,0.0,329.6754265828691,334.3701982773264,328.4446744618753,328.85162353515625,25052100,0.0,0.0,130.57000732421875,132.24000549316406,127.47000122070312,128.39999389648438,60961400,0.0,0.0
